Exercise Name	Exercise Number	Category Name	Category Number
alternatingDumbbellChestPressOnSwissBall	0	benchPress	0
barbellBenchPress	1	benchPress	0
barbellBoardBenchPress	2	benchPress	0
barbellFloorPress	3	benchPress	0
closeGripBarbellBenchPress	4	benchPress	0
declineDumbbellBenchPress	5	benchPress	0
dumbbellBenchPress	6	benchPress	0
dumbbellFloorPress	7	benchPress	0
inclineBarbellBenchPress	8	benchPress	0
inclineDumbbellBenchPress	9	benchPress	0
inclineSmithMachineBenchPress	10	benchPress	0
isometricBarbellBenchPress	11	benchPress	0
kettlebellChestPress	12	benchPress	0
neutralGripDumbbellBenchPress	13	benchPress	0
neutralGripDumbbellInclineBenchPress	14	benchPress	0
oneArmFloorPress	15	benchPress	0
weightedOneArmFloorPress	16	benchPress	0
partialLockout	17	benchPress	0
reverseGripBarbellBenchPress	18	benchPress	0
reverseGripInclineBenchPress	19	benchPress	0
singleArmCableChestPress	20	benchPress	0
singleArmDumbbellBenchPress	21	benchPress	0
smithMachineBenchPress	22	benchPress	0
swissBallDumbbellChestPress	23	benchPress	0
tripleStopBarbellBenchPress	24	benchPress	0
wideGripBarbellBenchPress	25	benchPress	0
alternatingDumbbellChestPress	26	benchPress	0
3WayCalfRaise	0	calfRaise	1
3WayWeightedCalfRaise	1	calfRaise	1
3WaySingleLegCalfRaise	2	calfRaise	1
3WayWeightedSingleLegCalfRaise	3	calfRaise	1
donkeyCalfRaise	4	calfRaise	1
weightedDonkeyCalfRaise	5	calfRaise	1
seatedCalfRaise	6	calfRaise	1
weightedSeatedCalfRaise	7	calfRaise	1
seatedDumbbellToeRaise	8	calfRaise	1
singleLegBentKneeCalfRaise	9	calfRaise	1
weightedSingleLegBentKneeCalfRaise	10	calfRaise	1
singleLegDeclinePushUp	11	calfRaise	1
singleLegDonkeyCalfRaise	12	calfRaise	1
weightedSingleLegDonkeyCalfRaise	13	calfRaise	1
singleLegHipRaiseWithKneeHold	14	calfRaise	1
singleLegStandingCalfRaise	15	calfRaise	1
singleLegStandingDumbbellCalfRaise	16	calfRaise	1
standingBarbellCalfRaise	17	calfRaise	1
standingCalfRaise	18	calfRaise	1
weightedStandingCalfRaise	19	calfRaise	1
standingDumbbellCalfRaise	20	calfRaise	1
bobAndWeaveCircle	0	cardio	2
weightedBobAndWeaveCircle	1	cardio	2
cardioCoreCrawl	2	cardio	2
weightedCardioCoreCrawl	3	cardio	2
doubleUnder	4	cardio	2
weightedDoubleUnder	5	cardio	2
jumpRope	6	cardio	2
weightedJumpRope	7	cardio	2
jumpRopeCrossover	8	cardio	2
weightedJumpRopeCrossover	9	cardio	2
jumpRopeJog	10	cardio	2
weightedJumpRopeJog	11	cardio	2
jumpingJacks	12	cardio	2
weightedJumpingJacks	13	cardio	2
skiMoguls	14	cardio	2
weightedSkiMoguls	15	cardio	2
splitJacks	16	cardio	2
weightedSplitJacks	17	cardio	2
squatJacks	18	cardio	2
weightedSquatJacks	19	cardio	2
tripleUnder	20	cardio	2
weightedTripleUnder	21	cardio	2
elliptical	22	cardio	2
spinning	23	cardio	2
polePaddleForwardWheelchair	24	cardio	2
polePaddleBackwardWheelchair	25	cardio	2
poleHandcycleForwardWheelchair	26	cardio	2
poleHandcycleBackwardWheelchair	27	cardio	2
poleRainbowWheelchair	28	cardio	2
doublePunchForwardWheelchair	29	cardio	2
doublePunchDownWheelchair	30	cardio	2
doublePunchSidewaysWheelchair	31	cardio	2
doublePunchUpWheelchair	32	cardio	2
sitSkiWheelchair	33	cardio	2
sittingJacksWheelchair	34	cardio	2
punchForwardWheelchair	35	cardio	2
punchDownWheelchair	36	cardio	2
punchSidewaysWheelchair	37	cardio	2
punchUpWheelchair	38	cardio	2
punchBagWheelchair	39	cardio	2
poleDdFfUuWheelchair	40	cardio	2
butterflyArmsWheelchair	41	cardio	2
punch	42	cardio	2
barHolds	0	carry	3
farmersWalk	1	carry	3
farmersWalkOnToes	2	carry	3
hexDumbbellHold	3	carry	3
overheadCarry	4	carry	3
dumbbellWaiterCarry	5	carry	3
farmersCarryWalkLunge	6	carry	3
farmersCarry	7	carry	3
farmersCarryOnToes	8	carry	3
cablePullThrough	0	chop	4
cableRotationalLift	1	chop	4
cableWoodchop	2	chop	4
crossChopToKnee	3	chop	4
weightedCrossChopToKnee	4	chop	4
dumbbellChop	5	chop	4
halfKneelingRotation	6	chop	4
weightedHalfKneelingRotation	7	chop	4
halfKneelingRotationalChop	8	chop	4
halfKneelingRotationalReverseChop	9	chop	4
halfKneelingStabilityChop	10	chop	4
halfKneelingStabilityReverseChop	11	chop	4
kneelingRotationalChop	12	chop	4
kneelingRotationalReverseChop	13	chop	4
kneelingStabilityChop	14	chop	4
kneelingWoodchopper	15	chop	4
medicineBallWoodChops	16	chop	4
powerSquatChops	17	chop	4
weightedPowerSquatChops	18	chop	4
standingRotationalChop	19	chop	4
standingSplitRotationalChop	20	chop	4
standingSplitRotationalReverseChop	21	chop	4
standingStabilityReverseChop	22	chop	4
absJabs	0	core	5
weightedAbsJabs	1	core	5
alternatingPlateReach	2	core	5
barbellRollout	3	core	5
weightedBarbellRollout	4	core	5
bodyBarObliqueTwist	5	core	5
cableCorePress	6	core	5
cableSideBend	7	core	5
sideBend	8	core	5
weightedSideBend	9	core	5
crescentCircle	10	core	5
weightedCrescentCircle	11	core	5
cyclingRussianTwist	12	core	5
weightedCyclingRussianTwist	13	core	5
elevatedFeetRussianTwist	14	core	5
weightedElevatedFeetRussianTwist	15	core	5
halfTurkishGetUp	16	core	5
kettlebellWindmill	17	core	5
kneelingAbWheel	18	core	5
weightedKneelingAbWheel	19	core	5
modifiedFrontLever	20	core	5
openKneeTucks	21	core	5
weightedOpenKneeTucks	22	core	5
sideAbsLegLift	23	core	5
weightedSideAbsLegLift	24	core	5
swissBallJackknife	25	core	5
weightedSwissBallJackknife	26	core	5
swissBallPike	27	core	5
weightedSwissBallPike	28	core	5
swissBallRollout	29	core	5
weightedSwissBallRollout	30	core	5
triangleHipPress	31	core	5
weightedTriangleHipPress	32	core	5
trxSuspendedJackknife	33	core	5
weightedTrxSuspendedJackknife	34	core	5
uBoat	35	core	5
weightedUBoat	36	core	5
windmillSwitches	37	core	5
weightedWindmillSwitches	38	core	5
alternatingSlideOut	39	core	5
weightedAlternatingSlideOut	40	core	5
ghdBackExtensions	41	core	5
weightedGhdBackExtensions	42	core	5
overheadWalk	43	core	5
inchworm	44	core	5
weightedModifiedFrontLever	45	core	5
russianTwist	46	core	5
abdominalLegRotations	47	core	5
armAndLegExtensionOnKnees	48	core	5
bicycle	49	core	5
bicepCurlWithLegExtension	50	core	5
catCow	51	core	5
corkscrew	52	core	5
crissCross	53	core	5
crissCrossWithBall	54	core	5
doubleLegStretch	55	core	5
kneeFolds	56	core	5
lowerLift	57	core	5
neckPull	58	core	5
pelvicClocks	59	core	5
rollOver	60	core	5
rollUp	61	core	5
rolling	62	core	5
rowing1	63	core	5
rowing2	64	core	5
scissors	65	core	5
singleLegCircles	66	core	5
singleLegStretch	67	core	5
snakeTwist1And2	68	core	5
swan	69	core	5
swimming	70	core	5
teaser	71	core	5
theHundred	72	core	5
bicepCurlWithLegExtensionWithWeights	73	core	5
hangingLSit	75	core	5
lowerLiftWithWeights	77	core	5
ringLSit	79	core	5
rowing1WithWeights	80	core	5
rowing2WithWeights	81	core	5
scissorsWithWeights	82	core	5
singleLegStretchWithWeights	83	core	5
toesToElbows	84	core	5
weightedCrissCross	85	core	5
weightedDoubleLegStretch	86	core	5
weightedTheHundred	87	core	5
lSit	88	core	5
turkishGetUp	89	core	5
weightedRingLSit	90	core	5
weightedHangingLSit	91	core	5
weightedLSit	92	core	5
sideBendLowWheelchair	93	core	5
sideBendMidWheelchair	94	core	5
sideBendHighWheelchair	95	core	5
seatedSideBend	96	core	5
bicycleCrunch	0	crunch	6
cableCrunch	1	crunch	6
circularArmCrunch	2	crunch	6
crossedArmsCrunch	3	crunch	6
weightedCrossedArmsCrunch	4	crunch	6
crossLegReverseCrunch	5	crunch	6
weightedCrossLegReverseCrunch	6	crunch	6
crunchChop	7	crunch	6
weightedCrunchChop	8	crunch	6
doubleCrunch	9	crunch	6
weightedDoubleCrunch	10	crunch	6
elbowToKneeCrunch	11	crunch	6
weightedElbowToKneeCrunch	12	crunch	6
flutterKicks	13	crunch	6
weightedFlutterKicks	14	crunch	6
foamRollerReverseCrunchOnBench	15	crunch	6
weightedFoamRollerReverseCrunchOnBench	16	crunch	6
foamRollerReverseCrunchWithDumbbell	17	crunch	6
foamRollerReverseCrunchWithMedicineBall	18	crunch	6
frogPress	19	crunch	6
hangingKneeRaiseObliqueCrunch	20	crunch	6
weightedHangingKneeRaiseObliqueCrunch	21	crunch	6
hipCrossover	22	crunch	6
weightedHipCrossover	23	crunch	6
hollowRock	24	crunch	6
weightedHollowRock	25	crunch	6
inclineReverseCrunch	26	crunch	6
weightedInclineReverseCrunch	27	crunch	6
kneelingCableCrunch	28	crunch	6
kneelingCrossCrunch	29	crunch	6
weightedKneelingCrossCrunch	30	crunch	6
kneelingObliqueCableCrunch	31	crunch	6
kneesToElbow	32	crunch	6
legExtensions	33	crunch	6
weightedLegExtensions	34	crunch	6
legLevers	35	crunch	6
mcgillCurlUp	36	crunch	6
weightedMcgillCurlUp	37	crunch	6
modifiedPilatesRollUpWithBall	38	crunch	6
weightedModifiedPilatesRollUpWithBall	39	crunch	6
pilatesCrunch	40	crunch	6
weightedPilatesCrunch	41	crunch	6
pilatesRollUpWithBall	42	crunch	6
weightedPilatesRollUpWithBall	43	crunch	6
raisedLegsCrunch	44	crunch	6
weightedRaisedLegsCrunch	45	crunch	6
reverseCrunch	46	crunch	6
weightedReverseCrunch	47	crunch	6
reverseCrunchOnABench	48	crunch	6
weightedReverseCrunchOnABench	49	crunch	6
reverseCurlAndLift	50	crunch	6
weightedReverseCurlAndLift	51	crunch	6
rotationalLift	52	crunch	6
weightedRotationalLift	53	crunch	6
seatedAlternatingReverseCrunch	54	crunch	6
weightedSeatedAlternatingReverseCrunch	55	crunch	6
seatedLegU	56	crunch	6
weightedSeatedLegU	57	crunch	6
sideToSideCrunchAndWeave	58	crunch	6
weightedSideToSideCrunchAndWeave	59	crunch	6
singleLegReverseCrunch	60	crunch	6
weightedSingleLegReverseCrunch	61	crunch	6
skaterCrunchCross	62	crunch	6
weightedSkaterCrunchCross	63	crunch	6
standingCableCrunch	64	crunch	6
standingSideCrunch	65	crunch	6
stepClimb	66	crunch	6
weightedStepClimb	67	crunch	6
swissBallCrunch	68	crunch	6
swissBallReverseCrunch	69	crunch	6
weightedSwissBallReverseCrunch	70	crunch	6
swissBallRussianTwist	71	crunch	6
weightedSwissBallRussianTwist	72	crunch	6
swissBallSideCrunch	73	crunch	6
weightedSwissBallSideCrunch	74	crunch	6
thoracicCrunchesOnFoamRoller	75	crunch	6
weightedThoracicCrunchesOnFoamRoller	76	crunch	6
tricepsCrunch	77	crunch	6
weightedBicycleCrunch	78	crunch	6
weightedCrunch	79	crunch	6
weightedSwissBallCrunch	80	crunch	6
toesToBar	81	crunch	6
weightedToesToBar	82	crunch	6
crunch	83	crunch	6
straightLegCrunchWithBall	84	crunch	6
legClimbCrunch	86	crunch	6
alternatingDumbbellBicepsCurl	0	curl	7
alternatingDumbbellBicepsCurlOnSwissBall	1	curl	7
alternatingInclineDumbbellBicepsCurl	2	curl	7
barbellBicepsCurl	3	curl	7
barbellReverseWristCurl	4	curl	7
barbellWristCurl	5	curl	7
behindTheBackBarbellReverseWristCurl	6	curl	7
behindTheBackOneArmCableCurl	7	curl	7
cableBicepsCurl	8	curl	7
cableHammerCurl	9	curl	7
cheatingBarbellBicepsCurl	10	curl	7
closeGripEzBarBicepsCurl	11	curl	7
crossBodyDumbbellHammerCurl	12	curl	7
deadHangBicepsCurl	13	curl	7
declineHammerCurl	14	curl	7
dumbbellBicepsCurlWithStaticHold	15	curl	7
dumbbellHammerCurl	16	curl	7
dumbbellReverseWristCurl	17	curl	7
dumbbellWristCurl	18	curl	7
ezBarPreacherCurl	19	curl	7
forwardBendBicepsCurl	20	curl	7
hammerCurlToPress	21	curl	7
inclineDumbbellBicepsCurl	22	curl	7
inclineOffsetThumbDumbbellCurl	23	curl	7
kettlebellBicepsCurl	24	curl	7
lyingConcentrationCableCurl	25	curl	7
oneArmPreacherCurl	26	curl	7
platePinchCurl	27	curl	7
preacherCurlWithCable	28	curl	7
reverseEzBarCurl	29	curl	7
reverseGripWristCurl	30	curl	7
reverseGripBarbellBicepsCurl	31	curl	7
seatedAlternatingDumbbellBicepsCurl	32	curl	7
seatedDumbbellBicepsCurl	33	curl	7
seatedReverseDumbbellCurl	34	curl	7
splitStanceOffsetPinkyDumbbellCurl	35	curl	7
standingAlternatingDumbbellCurls	36	curl	7
standingDumbbellBicepsCurl	37	curl	7
standingEzBarBicepsCurl	38	curl	7
staticCurl	39	curl	7
swissBallDumbbellOverheadTricepsExtension	40	curl	7
swissBallEzBarPreacherCurl	41	curl	7
twistingStandingDumbbellBicepsCurl	42	curl	7
wideGripEzBarBicepsCurl	43	curl	7
oneArmConcentrationCurl	44	curl	7
standingZottmanBicepsCurl	45	curl	7
dumbbellBicepsCurl	46	curl	7
dragCurlWheelchair	47	curl	7
dumbbellBicepsCurlWheelchair	48	curl	7
bottleCurl	49	curl	7
seatedBottleCurl	50	curl	7
barbellDeadlift	0	deadlift	8
barbellStraightLegDeadlift	1	deadlift	8
dumbbellDeadlift	2	deadlift	8
dumbbellSingleLegDeadliftToRow	3	deadlift	8
dumbbellStraightLegDeadlift	4	deadlift	8
kettlebellFloorToShelf	5	deadlift	8
oneArmOneLegDeadlift	6	deadlift	8
rackPull	7	deadlift	8
rotationalDumbbellStraightLegDeadlift	8	deadlift	8
singleArmDeadlift	9	deadlift	8
singleLegBarbellDeadlift	10	deadlift	8
singleLegBarbellStraightLegDeadlift	11	deadlift	8
singleLegDeadliftWithBarbell	12	deadlift	8
singleLegRdlCircuit	13	deadlift	8
singleLegRomanianDeadliftWithDumbbell	14	deadlift	8
sumoDeadlift	15	deadlift	8
sumoDeadliftHighPull	16	deadlift	8
trapBarDeadlift	17	deadlift	8
wideGripBarbellDeadlift	18	deadlift	8
kettlebellDeadlift	20	deadlift	8
kettlebellSumoDeadlift	21	deadlift	8
romanianDeadlift	23	deadlift	8
singleLegRomanianDeadliftCircuit	24	deadlift	8
straightLegDeadlift	25	deadlift	8
cableCrossover	0	flye	9
declineDumbbellFlye	1	flye	9
dumbbellFlye	2	flye	9
inclineDumbbellFlye	3	flye	9
kettlebellFlye	4	flye	9
kneelingRearFlye	5	flye	9
singleArmStandingCableReverseFlye	6	flye	9
swissBallDumbbellFlye	7	flye	9
armRotations	8	flye	9
hugATree	9	flye	9
faceDownInclineReverseFlye	10	flye	9
inclineReverseFlye	11	flye	9
rearDeltFlyWheelchair	12	flye	9
barbellHipThrustOnFloor	0	hipRaise	10
barbellHipThrustWithBench	1	hipRaise	10
bentKneeSwissBallReverseHipRaise	2	hipRaise	10
weightedBentKneeSwissBallReverseHipRaise	3	hipRaise	10
bridgeWithLegExtension	4	hipRaise	10
weightedBridgeWithLegExtension	5	hipRaise	10
clamBridge	6	hipRaise	10
frontKickTabletop	7	hipRaise	10
weightedFrontKickTabletop	8	hipRaise	10
hipExtensionAndCross	9	hipRaise	10
weightedHipExtensionAndCross	10	hipRaise	10
hipRaise	11	hipRaise	10
weightedHipRaise	12	hipRaise	10
hipRaiseWithFeetOnSwissBall	13	hipRaise	10
weightedHipRaiseWithFeetOnSwissBall	14	hipRaise	10
hipRaiseWithHeadOnBosuBall	15	hipRaise	10
weightedHipRaiseWithHeadOnBosuBall	16	hipRaise	10
hipRaiseWithHeadOnSwissBall	17	hipRaise	10
weightedHipRaiseWithHeadOnSwissBall	18	hipRaise	10
hipRaiseWithKneeSqueeze	19	hipRaise	10
weightedHipRaiseWithKneeSqueeze	20	hipRaise	10
inclineRearLegExtension	21	hipRaise	10
weightedInclineRearLegExtension	22	hipRaise	10
kettlebellSwing	23	hipRaise	10
marchingHipRaise	24	hipRaise	10
weightedMarchingHipRaise	25	hipRaise	10
marchingHipRaiseWithFeetOnASwissBall	26	hipRaise	10
weightedMarchingHipRaiseWithFeetOnASwissBall	27	hipRaise	10
reverseHipRaise	28	hipRaise	10
weightedReverseHipRaise	29	hipRaise	10
singleLegHipRaise	30	hipRaise	10
weightedSingleLegHipRaise	31	hipRaise	10
singleLegHipRaiseWithFootOnBench	32	hipRaise	10
weightedSingleLegHipRaiseWithFootOnBench	33	hipRaise	10
singleLegHipRaiseWithFootOnBosuBall	34	hipRaise	10
weightedSingleLegHipRaiseWithFootOnBosuBall	35	hipRaise	10
singleLegHipRaiseWithFootOnFoamRoller	36	hipRaise	10
weightedSingleLegHipRaiseWithFootOnFoamRoller	37	hipRaise	10
singleLegHipRaiseWithFootOnMedicineBall	38	hipRaise	10
weightedSingleLegHipRaiseWithFootOnMedicineBall	39	hipRaise	10
singleLegHipRaiseWithHeadOnBosuBall	40	hipRaise	10
weightedSingleLegHipRaiseWithHeadOnBosuBall	41	hipRaise	10
weightedClamBridge	42	hipRaise	10
singleLegSwissBallHipRaiseAndLegCurl	43	hipRaise	10
clams	44	hipRaise	10
innerThighCircles	45	hipRaise	10
innerThighSideLift	46	hipRaise	10
legCircles	47	hipRaise	10
legLift	48	hipRaise	10
legLiftInExternalRotation	49	hipRaise	10
bandSideLyingLegRaise	0	hipStability	11
deadBug	1	hipStability	11
weightedDeadBug	2	hipStability	11
externalHipRaise	3	hipStability	11
weightedExternalHipRaise	4	hipStability	11
fireHydrantKicks	5	hipStability	11
weightedFireHydrantKicks	6	hipStability	11
hipCircles	7	hipStability	11
weightedHipCircles	8	hipStability	11
innerThighLift	9	hipStability	11
weightedInnerThighLift	10	hipStability	11
lateralWalksWithBandAtAnkles	11	hipStability	11
pretzelSideKick	12	hipStability	11
weightedPretzelSideKick	13	hipStability	11
proneHipInternalRotation	14	hipStability	11
weightedProneHipInternalRotation	15	hipStability	11
quadruped	16	hipStability	11
quadrupedHipExtension	17	hipStability	11
weightedQuadrupedHipExtension	18	hipStability	11
quadrupedWithLegLift	19	hipStability	11
weightedQuadrupedWithLegLift	20	hipStability	11
sideLyingLegRaise	21	hipStability	11
weightedSideLyingLegRaise	22	hipStability	11
slidingHipAdduction	23	hipStability	11
weightedSlidingHipAdduction	24	hipStability	11
standingAdduction	25	hipStability	11
weightedStandingAdduction	26	hipStability	11
standingCableHipAbduction	27	hipStability	11
standingHipAbduction	28	hipStability	11
